"extracted_at","country","jw_entry_id","jw_object_id","object_type","title","release_year","runtime_minutes","imdb_id","tmdb_id","genres","age_certification","imdb_score","tmdb_score","tomatometer","jw_url","poster_url","provider_short_name","provider_name","provider_technical_name","monetization_type","presentation_type","price_value","price_currency","offer_url","audio_languages","subtitle_languages"
"2026-05-09T09:05:47.475746Z","NL","tm1932581","1932581","MOVIE","Apex","2026","96","tt16431404","1318447","act;trl","16","","6.408","67","https://justwatch.com/nl/movie/apex-2026","https://images.justwatch.com/poster/343727604/s718/apex-2026.jpg","nfx","Netflix","netflix","FLATRATE","HD","","EUR","https://www.netflix.com/title/81763251","",""
"2026-05-09T09:05:47.475780Z","NL","tm1576974","1576974","MOVIE","28 Years Later: The Bone Temple","2026","110","tt32141377","1272837","trl;scf;hrr","16","7.4","7.112","92","https://justwatch.com/nl/movie/28-years-later-part-2-the-bone-temple","https://images.justwatch.com/poster/335474351/s718/28-years-later-part-2-the-bone-temple.jpg","nfx","Netflix","netflix","FLATRATE","HD","","EUR","https://www.netflix.com/title/82622299","",""
"2026-05-09T09:05:47.475780Z","NL","tm1576974","1576974","MOVIE","28 Years Later: The Bone Temple","2026","110","tt32141377","1272837","trl;scf;hrr","16","7.4","7.112","92","https://justwatch.com/nl/movie/28-years-later-part-2-the-bone-temple","https://images.justwatch.com/poster/335474351/s718/28-years-later-part-2-the-bone-temple.jpg","pth","Pathé Thuis","pathe","RENT","SD","4.99","EUR","https://www.pathe-thuis.nl/film/37278","en","nl"
"2026-05-09T09:05:47.475780Z","NL","tm1576974","1576974","MOVIE","28 Years Later: The Bone Temple","2026","110","tt32141377","1272837","trl;scf;hrr","16","7.4","7.112","92","https://justwatch.com/nl/movie/28-years-later-part-2-the-bone-temple","https://images.justwatch.com/poster/335474351/s718/28-years-later-part-2-the-bone-temple.jpg","itu","Apple TV Store","itunes","RENT","_4K","4.99","EUR","https://tv.apple.com/nl/movie/28-years-later-the-bone-temple/umc.cmc.41uo5gp1q7j7ox7ml9cy2gt4u?at=1000l3V2&ct=app_tv&itscg=30200&itsct=justwatch_tv&playableId=tvs.sbd.9001%3A1863800937","en","fr;it;lv;pl;pt;da;de;es;ja;nl;sk;ar;et;ko;no;th;tr;bg;el;lt;sl;sv;cs;en;fi"
"2026-05-09T09:05:47.475780Z","NL","tm1576974","1576974","MOVIE","28 Years Later: The Bone Temple","2026","110","tt32141377","1272837","trl;scf;hrr","16","7.4","7.112","92","https://justwatch.com/nl/movie/28-years-later-part-2-the-bone-temple","https://images.justwatch.com/poster/335474351/s718/28-years-later-part-2-the-bone-temple.jpg","amz","Amazon Video","amazon","RENT","HD","4.99","EUR","https://app.primevideo.com/detail?gti=amzn1.dv.gti.71154e3a-a364-4edd-8f5d-1b9d725e9a61","pl;en;fr;it;pt;de;es;hi;ja","ja;nl;sv;fr;it;pl;pt;de;en;es;fi"
"2026-05-09T09:05:47.475780Z","NL","tm1576974","1576974","MOVIE","28 Years Later: The Bone Temple","2026","110","tt32141377","1272837","trl;scf;hrr","16","7.4","7.112","92","https://justwatch.com/nl/movie/28-years-later-part-2-the-bone-temple","https://images.justwatch.com/poster/335474351/s718/28-years-later-part-2-the-bone-temple.jpg","mej","meJane","mejane","RENT","HD","4.99","EUR","https://www.mejane.com/films/detail/486375/28-years-later:-the-bone-temple.html?ai=3698","en","nl"
"2026-05-09T09:05:47.475780Z","NL","tm1576974","1576974","MOVIE","28 Years Later: The Bone Temple","2026","110","tt32141377","1272837","trl;scf;hrr","16","7.4","7.112","92","https://justwatch.com/nl/movie/28-years-later-part-2-the-bone-temple","https://images.justwatch.com/poster/335474351/s718/28-years-later-part-2-the-bone-temple.jpg","wki","Rakuten TV","wuaki","RENT","_4K","5.99","EUR","https://www.rakuten.tv/nl/movies/28-years-later-the-bone-temple","de;en;es;fr;it;cs","it;nl;no;pl;cs;da;de;fi;pt;ro;sv;en;es;fr"
"2026-05-09T09:05:47.475780Z","NL","tm1576974","1576974","MOVIE","28 Years Later: The Bone Temple","2026","110","tt32141377","1272837","trl;scf;hrr","16","7.4","7.112","92","https://justwatch.com/nl/movie/28-years-later-part-2-the-bone-temple","https://images.justwatch.com/poster/335474351/s718/28-years-later-part-2-the-bone-temple.jpg","zav","Zavvi","zavvi","BUY","BLURAY","17.98","EUR","https://www.awin1.com/pclick.php?p=43692806919&a=400165&m=8664","",""
"2026-05-09T09:05:47.475836Z","NL","tm1908190","1908190","MOVIE","War Machine","2026","110","tt15940132","1265609","trl;act;scf","16","6.4","7.239","68","https://justwatch.com/nl/movie/war-machine-2026","https://images.justwatch.com/poster/341591989/s718/war-machine-2026.jpg","nfx","Netflix","netflix","FLATRATE","HD","","EUR","https://www.netflix.com/title/81768525","",""
"2026-05-09T09:05:47.475845Z","NL","tm1646324","1646324","MOVIE","Toaster","2026","126","tt34498610","1416391","cmy;drm","","7.5","5.5","","https://justwatch.com/nl/movie/toaster","https://images.justwatch.com/poster/331845494/s718/toaster.jpg","nfx","Netflix","netflix","FLATRATE","HD","","EUR","https://www.netflix.com/title/81779444","",""
"2026-05-09T09:05:47.475855Z","NL","tm223124","223124","MOVIE","Lights Out","2016","81","tt4786282","345911","hrr","16","6.3","6.368","74","https://justwatch.com/nl/movie/lights-out","https://images.justwatch.com/poster/921112/s718/lights-out.jpg","nfx","Netflix","netflix","FLATRATE","HD","","EUR","https://www.netflix.com/title/80084131","",""
"2026-05-09T09:05:47.475855Z","NL","tm223124","223124","MOVIE","Lights Out","2016","81","tt4786282","345911","hrr","16","6.3","6.368","74","https://justwatch.com/nl/movie/lights-out","https://images.justwatch.com/poster/921112/s718/lights-out.jpg","kpn","KPN","kpn","FLATRATE","SD","","EUR","https://tv.kpn.com/details/VOD/5163284","",""
"2026-05-09T09:05:47.475855Z","NL","tm223124","223124","MOVIE","Lights Out","2016","81","tt4786282","345911","hrr","16","6.3","6.368","74","https://justwatch.com/nl/movie/lights-out","https://images.justwatch.com/poster/921112/s718/lights-out.jpg","pth","Pathé Thuis","pathe","RENT","HD","2.99","EUR","https://www.pathe-thuis.nl/film/3726","en","nl"
"2026-05-09T09:05:47.475855Z","NL","tm223124","223124","MOVIE","Lights Out","2016","81","tt4786282","345911","hrr","16","6.3","6.368","74","https://justwatch.com/nl/movie/lights-out","https://images.justwatch.com/poster/921112/s718/lights-out.jpg","itu","Apple TV Store","itunes","RENT","_4K","2.99","EUR","https://tv.apple.com/nl/movie/lights-out/umc.cmc.31a0iirwwjueuw295ayffr12f?at=1000l3V2&ct=app_tv&itscg=30200&itsct=justwatch_tv&playableId=tvs.sbd.9001%3A1131661329","en","fi;fr;he;pl;sv;cs;da;ko;lt;th;ar;nl;pt;ru;tr;bg;es;hu;it;ja;lv;no;sl;de;el;et"
"2026-05-09T09:05:47.475855Z","NL","tm223124","223124","MOVIE","Lights Out","2016","81","tt4786282","345911","hrr","16","6.3","6.368","74","https://justwatch.com/nl/movie/lights-out","https://images.justwatch.com/poster/921112/s718/lights-out.jpg","ply","Google Play Movies","play","RENT","HD","2.99","EUR","https://play.google.com/store/movies/details/Lights_Out_2016?gl=NL&hl=en&id=-YzbIXzn-wo","en","is;lv;no;pt;en;ko;lt;cs;de;ar;da;et;he;pl;tr;bg;el;es;fr;hr;zh;hu;it;nl;sv;fi;ru;sl;th"
